reporting_jurisdiction,county_names,other_jurisdiction,zipcode,population_served,sample_location,sample_location_specify,institution_type,wwtp_name,wwtp_jurisdiction,capacity_mgd,sample_type,sample_matrix,concentration_method,extraction_method,rec_eff_target_name,rec_eff_spike_matrix,rec_eff_spike_conc,pcr_target,pcr_gene_target,pcr_gene_target_ref,pcr_type,lod_ref,quant_stan_type,stan_ref,inhibition_method,num_no_target_control,sample_collect_date,sample_collect_time,flow_rate,sample_id,lab_id,test_result_date,pcr_target_units,pcr_target_avg_conc,lod_sewage,ntc_amplify,rec_eff_percent,inhibition_detect,inhibition_adjust,hum_frac_mic_conc,hum_frac_mic_unit,hum_frac_target_mic,hum_frac_target_mic_ref,,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-105,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,8:10,0.06828,D_04022023,13,2023-04-03,copies/L wastewater,1685,964,no,14.43,not tested,no,1401033,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-106,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,8:00,0.07536,L_04022023,13,2023-04-03,copies/L wastewater,2696,964,no,21.36,not tested,no,2921111,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-107,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,7:50,0.17604,R_04022023,13,2023-04-03,copies/L wastewater,10876,964,no,22.06,not tested,no,1013422,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-108,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,7:49,0.06724,TP6_04022023,13,2023-04-03,copies/L wastewater,32135,964,no,6.66,not tested,no,933782,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-109,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,7:59,0.02716,TP9_04022023,13,2023-04-03,copies/L wastewater,5430,964,no,16.23,not tested,no,1435002,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-110,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,8:05,0.036,TP16_04022023,13,2023-04-03,copies/L wastewater,17075,964,no,24.92,not tested,no,1581660,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-111,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,8:19,0.02068,TP22_04022023,13,2023-04-03,copies/L wastewater,5645,964,no,2.88,not tested,no,6432503,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,672,upstream  ,OU_TP25,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-112,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-02,8:12,0.02688,TP25_04022023,13,2023-04-03,copies/L wastewater,2828,964,no,14.95,not tested,no,2009630,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-105,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,7:40,0.06828,D_04042023,13,2023-04-05,copies/L wastewater,27457,964,no,16.16,not tested,no,3409965,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-106,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,7:50,0.07536,L_04042023,13,2023-04-05,copies/L wastewater,4373,964,no,17.82,not tested,no,2794829,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-107,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,8:05,0.17604,R_04042023,13,2023-04-05,copies/L wastewater,21467,964,no,26.30,not tested,no,2267083,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-108,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,7:49,0.06724,TP6_04042023,13,2023-04-05,copies/L wastewater,2660,964,no,17.04,not tested,no,1030949,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-109,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,7:57,0.02716,TP9_04042023,13,2023-04-05,copies/L wastewater,10583,964,no,9.23,not tested,no,1793192,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-110,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,8:07,0.036,TP16_04042023,13,2023-04-05,copies/L wastewater,19434,964,no,19.32,not tested,no,11199109,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-111,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,8:21,0.02068,TP22_04042023,13,2023-04-05,copies/L wastewater,663,964,no,8.83,not tested,no,6831009,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,672,upstream  ,OU_TP25,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-112,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-04,8:15,0.02688,TP25_04042023,13,2023-04-05,copies/L wastewater,2602,964,no,12.03,not tested,no,5283867,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,grab,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-105,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-10,10:26,0.06828,D_04102023,13,2023-04-10,copies/L wastewater,3521,964,no,7.50,not tested,no,1741501,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,grab,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-106,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-10,9:53,0.07536,L_04102023,13,2023-04-10,copies/L wastewater,53310,964,no,5.30,not tested,no,2073063,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,grab,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-107,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-10,9:22,0.17604,R_04102023,13,2023-04-10,copies/L wastewater,12742,964,no,16.76,not tested,no,1283988,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-108,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-09,9:49,0.06724,TP6_04092023,13,2023-04-10,copies/L wastewater,11675,964,no,18.29,not tested,no,884924,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-109,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-09,9:54,0.02716,TP9_04092023,13,2023-04-10,copies/L wastewater,337,964,no,11.54,not tested,no,3510781,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-110,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-09,10:05,0.036,TP16_04092023,13,2023-04-10,copies/L wastewater,19062,964,no,25.11,not tested,no,4609987,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-111,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-09,10:11,0.02068,TP22_04092023,13,2023-04-10,copies/L wastewater,0,964,no,12.00,not tested,no,5355350,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,672,upstream  ,OU_TP25,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-112,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-09,10:19,0.02688,TP25_04092023,13,2023-04-10,copies/L wastewater,49392,964,no,13.46,not tested,no,1960148,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-105,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,7:40,0.06828,D_04112023,13,2023-04-12,copies/L wastewater,10269,964,no,10.21,not tested,no,2190820,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-106,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,7:50,0.07536,L_04112023,13,2023-04-12,copies/L wastewater,31560,964,no,8.50,not tested,no,2518843,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-107,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,8:00,0.17604,R_04112023,13,2023-04-12,copies/L wastewater,41133,964,no,23.47,not tested,no,2861554,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-108,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,7:40,0.06724,TP6_04112023,13,2023-04-12,copies/L wastewater,10090,964,no,14.53,not tested,no,1050413,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-109,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,7:48,0.02716,TP9_04112023,13,2023-04-12,copies/L wastewater,119546,964,no,11.56,not tested,no,603660,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-110,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,7:54,0.036,TP16_04112023,13,2023-04-12,copies/L wastewater,19194,964,no,13.91,not tested,no,2011263,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-111,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2023-04-11,8:00,0.02068,TP22_04112023,13,2023-04-12,copies/L wastewater,158,964,no,15.91,not tested,no,10712010,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
